emp_no,first_name,last_name,title,from_date,to_date
34028,Heejo,Kieras,Senior Engineer,1985-03-03,9999-01-01
34051,Jordanka,Motley,Senior Engineer,1985-05-01,9999-01-01
34107,Zejun,Ramaiah,Engineer,1985-05-22,1993-05-22
34143,Gay,Beilner,Engineer,1985-09-02,1990-09-02
34166,Naftali,Rahimi,Senior Engineer,1985-02-27,9999-01-01
34203,Pragnesh,Tramer,Senior Staff,1985-09-07,9999-01-01
34212,Adly,Salverda,Engineer,1985-05-18,1986-08-08
34231,Sachar,Emiris,Assistant Engineer,1985-11-18,1993-11-18
34354,Kristen,Acton,Staff,1985-03-08,1990-03-08
34482,Jouko,Lortz,Staff,1985-05-19,1994-05-19
34550,Szabolcs,Borstler,Staff,1985-11-03,1993-11-03
34599,Insup,Peltason,Senior Engineer,1985-03-10,9999-01-01
34641,Cathie,Jervis,Senior Engineer,1985-10-27,9999-01-01
34644,Jixiang,Thibadeau,Senior Staff,1985-04-27,1999-02-15
34673,Unal,Pews,Senior Staff,1985-05-01,9999-01-01
34713,Shigeichiro,Akaboshi,Senior Engineer,1985-11-18,1987-04-11
34726,Shridhar,Emmart,Staff,1985-12-24,1994-12-24
34752,Paddy,Stifter,Engineer,1985-04-17,1993-04-17
34790,Uma,Krohn,Senior Staff,1985-04-13,9999-01-01
34857,Weicheng,Birrer,Senior Engineer,1985-04-01,9999-01-01
34920,Vidya,Wossner,Staff,1985-10-09,1993-10-09
34947,Mario,Perfilyeva,Staff,1985-04-22,1994-04-22
34960,Vasilis,Luga,Senior Staff,1985-07-22,9999-01-01
35096,Gaetan,Olivero,Engineer,1985-02-23,1990-02-23
35226,Byong,Felcyn,Assistant Engineer,1985-02-21,1993-02-21
35256,Wojceich,McDermid,Staff,1985-12-14,1994-12-14
35327,Babette,Panwar,Engineer,1985-09-03,1990-09-03
35365,Divier,Quadeer,Senior Staff,1985-08-01,9999-01-01
35373,Bernd,Kumaresan,Staff,1985-12-30,1989-04-09
35416,Heather,Wroclawski,Staff,1985-02-11,1994-02-11
35418,Mircea,Unni,Staff,1985-03-10,1991-03-10
35552,Sungwon,Cangellaris,Engineer,1985-06-29,1991-06-29
35567,Sorina,Menhardt,Engineer,1985-08-20,1990-08-20
35647,Vishv,Pulkowski,Staff,1985-10-16,1991-10-05
35648,Dharmaraja,Schaaf,Staff,1985-02-05,1994-02-05
35736,Tonny,Pargas,Engineer,1985-12-22,1994-12-22
35748,Sangeeta,Falby,Senior Engineer,1985-04-09,1988-04-12
35757,Magdalena,Bojadziev,Engineer,1985-09-23,1985-09-26
35790,Barry,Ramsey,Assistant Engineer,1985-08-08,1990-08-08
35830,Magy,McFarlan,Engineer,1985-04-30,1994-04-30
35851,Yongqiao,Uhrig,Staff,1985-08-18,1990-10-07
35860,Conrado,Zschoche,Engineer,1985-04-20,1992-04-20
35916,Wonhee,Talmon,Engineer,1985-03-20,1990-03-20
35983,Shigehiro,Plavsic,Staff,1985-10-25,1992-10-25
36009,Pranjal,Gonthier,Engineer,1985-10-04,1990-10-04
36251,Kenroku,Seiwald,Senior Staff,1985-03-13,9999-01-01
36309,Shawna,Badr,Engineer,1985-10-13,1994-10-13
36340,Xiaoqiu,Speek,Assistant Engineer,1985-08-29,1991-08-29
36458,Willard,Garnier,Staff,1985-12-19,1991-12-19
36514,Tru,Schlumberger,Engineer,1985-10-25,1990-01-27
36516,Qiwen,Piazza,Engineer,1985-11-28,1992-11-28
36525,Dinkar,Aseltine,Engineer,1985-09-20,1991-09-20
36617,Xiaobin,Sullins,Engineer,1985-02-27,1994-02-27
36660,Uli,Potthoff,Staff,1985-04-28,1990-04-28
36738,Valeri,Haddadi,Staff,1985-08-20,1991-08-20
36760,Fumiyo,Norsworthy,Assistant Engineer,1985-07-14,1992-07-14
36761,Zeljko,Hinsberger,Engineer,1985-06-16,1992-06-16
36780,Annemarie,Schnabel,Engineer,1985-07-24,1990-07-24
36916,Aleksandar,Danlos,Staff,1985-09-30,1990-09-30
36944,Gou,Hinsberger,Engineer,1985-04-08,1992-04-08
36951,Caolyn,Hoppenstand,Engineer,1985-09-14,1994-09-14
36961,Qiwen,Thorelli,Engineer,1985-03-09,1990-03-09
36987,Brigham,Erde,Staff,1985-04-20,1993-04-20
37048,Fai,Eldridge,Engineer,1985-08-26,1993-08-26
37060,Somnath,Morrey,Staff,1985-06-10,1994-06-10
37076,Yechezkel,Lichtner,Senior Engineer,1985-07-07,9999-01-01
37151,Leaf,Biros,Senior Engineer,1985-04-11,9999-01-01
37219,Akhilish,Granlund,Staff,1985-10-12,1991-10-12
37305,Mitchel,Restivo,Staff,1985-10-19,1992-10-19
37348,Zhiguo,Ratzlaff,Staff,1985-09-13,1994-09-13
37359,Sangeeta,Karnin,Staff,1985-04-24,1990-04-24
37367,Yuriy,Giaccio,Senior Staff,1985-07-15,1987-09-12
37424,Bogdan,Perri,Assistant Engineer,1985-09-12,1991-09-12
37504,Mack,Maquelin,Engineer,1985-05-30,1994-05-30
37577,Mansur,Narwekar,Staff,1985-09-19,1990-09-19
37608,Kasturi,Linnainmaa,Engineer,1985-07-16,1990-07-16
37792,Shem,Esteva,Technique Leader,1985-07-01,9999-01-01
37832,Jaber,Choobineh,Engineer,1985-12-06,1994-12-06
37881,Sedat,Falster,Staff,1985-02-05,1990-02-05
37891,Sumali,Munro,Senior Engineer,1985-05-16,9999-01-01
37898,Xiahua,Birke,Staff,1985-07-19,1993-07-19
37970,Cathie,Woycyznski,Staff,1985-02-07,1993-02-07
37975,Garnet,Onuegbe,Engineer,1985-07-17,1994-07-17
37977,Nahid,Scallan,Staff,1985-05-31,1990-05-31
37991,Takahiro,Waleschkowski,Engineer,1985-04-16,1994-04-16
38019,Charlene,Yoshimura,Staff,1985-12-22,1991-12-22
38114,Leen,Lukaszewicz,Senior Engineer,1985-05-08,9999-01-01
38145,Nobuyoshi,Munos,Staff,1985-09-01,1991-09-01
38204,Jianwen,Azadmanesh,Senior Staff,1985-10-20,9999-01-01
38211,Franziska,Colorni,Engineer,1985-06-16,1992-06-16
38244,Phillip,Madeira,Staff,1985-09-11,1993-09-11
38252,Tadahiro,Benzaken,Staff,1985-06-04,1992-06-04
38269,Shawna,Vendrig,Engineer,1985-10-16,1994-10-16
38309,Shaibal,Papadias,Senior Staff,1985-07-28,9999-01-01
38336,Chaoyi,Basart,Senior Staff,1985-02-03,9999-01-01
38432,Sreekrishna,Harllee,Engineer,1985-10-27,1993-10-27
38453,Rafael,Perfilyeva,Staff,1985-08-28,1992-08-28
38472,Masadi,Winter,Staff,1985-06-04,1993-06-04
38497,Anyuan,Hiltgen,Senior Staff,1985-12-06,9999-01-01
38552,Yolla,Quittner,Staff,1985-04-16,1994-04-16
38553,Dinkar,Bage,Staff,1985-07-26,1994-07-26
38566,Navin,Begiun,Technique Leader,1985-03-05,9999-01-01
38824,Shounak,Rindone,Senior Engineer,1985-04-02,9999-01-01
38840,Leaf,Lunn,Engineer,1985-10-27,1990-10-27
38842,Alper,Mukaidono,Senior Engineer,1985-07-19,9999-01-01
38851,Deborah,Stassinopoulos,Engineer,1985-04-14,1992-04-14
38876,Chikako,Qiwen,Senior Staff,1985-06-12,1998-09-06
38921,Weiru,Papsdorf,Staff,1985-07-05,1990-07-05
39035,Susumu,Kohling,Engineer,1985-09-24,1994-09-24
39082,Ortrun,Encarnacion,Senior Engineer,1985-02-12,9999-01-01
39156,Gift,Pileggi,Senior Staff,1985-03-09,9999-01-01
39207,Gritta,Stiles,Engineer,1985-04-01,1990-04-01
39276,Alejandro,Busillo,Staff,1985-04-07,1991-04-07
39462,Basil,Luit,Engineer,1985-09-29,1991-09-29
39534,Venkatesan,Trystram,Assistant Engineer,1985-07-30,1990-07-30
39587,Irena,Hoppenstand,Assistant Engineer,1985-12-22,1992-12-22
39631,Jiafu,Simmel,Senior Staff,1985-12-10,9999-01-01
39652,Kitty,Keirsey,Engineer,1985-05-22,1994-05-22
39705,Kinh,Vidal,Engineer,1985-11-12,1992-11-12
39730,Shirish,Mattern,Engineer,1985-04-17,1990-04-17
39756,Dmitri,Litecky,Staff,1985-03-15,1994-03-15
39954,Rildo,Baek,Staff,1985-04-16,1993-10-20
39990,Jingling,Katalagarianos,Engineer,1985-07-12,1992-07-12
40011,Kazuyasu,Stafford,Engineer,1985-09-24,1988-02-09
40023,Ortrun,Asmuth,Engineer,1985-07-14,1993-07-14
40045,Hairong,Czap,Staff,1985-11-03,1994-11-03
40147,Padma,Gaughan,Senior Staff,1985-02-17,9999-01-01
40272,Taizo,Gonthier,Technique Leader,1985-07-25,9999-01-01
40384,Xinan,Irland,Staff,1985-07-05,1994-07-05
40508,Anyuan,Birke,Senior Staff,1985-05-26,1989-02-04
40522,Krisda,Kinley,Staff,1985-02-28,1992-02-29
40533,Kiyotoshi,Aingworth,Engineer,1985-12-18,1992-12-18
40555,Yahiko,Manders,Senior Staff,1985-12-10,9999-01-01
40622,Lubomir,Ulupinar,Engineer,1985-06-04,1989-04-27
40672,Yinlin,Pfau,Engineer,1985-04-02,1994-04-02
40696,Torsten,Siprelle,Senior Engineer,1985-07-12,9999-01-01
40770,Jiang,Nitta,Senior Staff,1985-09-26,9999-01-01
40802,Baocai,Ecklund,Engineer,1985-03-02,1993-03-02
40907,Jaana,Rando,Engineer,1985-04-05,1993-04-05
41039,Subhankar,Bala,Engineer,1985-10-08,1991-10-08
41122,Guenter,Hoppenstand,Staff,1985-11-14,1993-11-14
41147,Abdelaziz,Chimia,Engineer,1985-08-14,1992-08-14
41201,Kazuhito,Munch,Staff,1985-08-29,1986-10-29
41265,Torsten,Poulakidas,Staff,1985-12-02,1991-12-02
41283,KayLiang,Tetzlaff,Assistant Engineer,1985-05-26,1994-05-26
41298,Elvia,Cesareni,Senior Staff,1985-08-29,9999-01-01
41301,Shuichi,Cochrane,Senior Staff,1985-04-14,9999-01-01
41487,Aemilian,Cummings,Staff,1985-09-02,1994-09-02
41514,Magy,Iisaku,Engineer,1985-04-11,1990-04-11
41666,Xiaoqiang,Eugenio,Staff,1985-02-18,1988-07-28
41673,Armond,Matzel,Senior Engineer,1985-03-24,9999-01-01
41674,Abdelghani,Yemenis,Engineer,1985-03-10,1990-03-10
41724,Faiza,Bage,Senior Staff,1985-04-02,9999-01-01
41759,Charmane,Lagarias,Staff,1985-05-16,1991-05-16
41786,Krister,Hmelo,Engineer,1985-08-30,1994-08-30
41871,Stevo,Waeselynck,Technique Leader,1985-09-25,9999-01-01
41939,Kwangho,Usery,Staff,1985-07-28,1991-07-28
42047,Sahrah,Ambroszkiewicz,Engineer,1985-05-28,1994-05-28
42150,Mahendra,Giveon,Senior Staff,1985-12-03,1999-06-03
42169,Wuxu,Motley,Staff,1985-11-29,1994-11-29
42208,Gao,Guenter,Staff,1985-12-16,1993-12-16
42271,DAIDA,Halevi,Staff,1985-10-28,1994-10-28
42318,Yucai,Fasbender,Staff,1985-04-11,1990-04-11
42358,Lech,Narwekar,Staff,1985-11-25,1990-11-25
42389,Eric,Hinsberger,Technique Leader,1985-04-06,9999-01-01
42425,Insup,Ulupinar,Staff,1985-02-04,1991-02-04
42444,Seongbin,Kobuchi,Staff,1985-03-24,1994-03-24
42460,Angel,Vrecion,Engineer,1985-02-20,1992-02-21
42583,Joydip,Henseler,Engineer,1985-08-05,1993-08-05
42663,Lech,Barreiro,Staff,1985-03-24,1994-03-24
42708,Hitomi,Petereit,Senior Staff,1985-03-03,9999-01-01
42839,Remzi,Cannard,Staff,1985-09-10,1994-09-10
42850,Demos,Kornyak,Engineer,1985-11-02,1993-11-02
42936,Chuanti,Nitsche,Staff,1985-06-28,1992-06-28
42949,Mokhtar,Kawashima,Engineer,1985-09-08,1994-09-08
42980,Karoline,Businaro,Staff,1985-03-26,1985-07-18
43013,Mechthild,Petersohn,Staff,1985-07-26,1990-07-26
43035,Sven,Picaronny,Staff,1985-02-09,1990-02-09
43038,Chaoyi,Nooteboom,Senior Staff,1985-09-12,1996-12-12
43042,Qingxiang,Luders,Staff,1985-08-19,1985-10-11
43073,Urs,Andreotta,Engineer,1985-09-25,1994-09-25
43093,Basem,Schapire,Staff,1985-12-15,1990-12-15
43161,Ranan,Percebois,Engineer,1985-04-04,1994-04-04
43222,Lenore,Angelopoulos,Staff,1985-05-18,1993-05-18
43252,Christ,Kowalchuk,Engineer,1985-03-14,1991-03-14
43308,Hauke,Validov,Engineer,1985-11-25,1992-11-25
43439,Moheb,Journel,Senior Staff,1985-05-07,2001-09-10
43508,Mostafa,Trachtenberg,Engineer,1985-08-03,1986-05-21
43624,Tokuyasu,Pesch,Staff,1985-03-26,1992-03-26
43649,Idoia,Petersohn,Staff,1985-02-23,1991-02-23
43678,Shawna,Bernick,Staff,1985-07-23,1991-07-23
43942,Bedir,Rassart,Engineer,1985-10-11,1994-10-11
43963,Sanjeeva,Covnot,Engineer,1985-04-01,1992-04-01
43969,Sajjad,Benzmuller,Technique Leader,1985-02-02,1992-09-13
44029,Karlis,Heping,Staff,1985-12-24,1991-12-24
44111,Sugwoo,Streit,Staff,1985-07-23,1993-07-23
44178,Jackson,Schmezko,Staff,1985-07-06,1992-07-06
44186,Kendra,Vesel,Staff,1985-06-22,1988-11-21
44354,Basant,Garnier,Senior Engineer,1985-02-27,9999-01-01
44392,Bedir,Shigei,Engineer,1985-03-11,1991-03-11
44397,Moon,Mitsuhashi,Engineer,1985-05-14,1990-05-14
44425,Yinghua,Businaro,Staff,1985-05-24,1993-05-24
44484,Pasqua,Gelosh,Staff,1985-12-29,1991-12-29
44539,Kwangjo,Buchter,Staff,1985-09-12,1994-09-12
44735,Weiye,Gurbaxani,Staff,1985-08-22,1988-02-05
44869,JoAnne,Serov,Staff,1985-04-22,1993-04-22
44874,Janche,Cools,Staff,1985-10-15,1990-10-15
44943,Lalit,Hmelo,Assistant Engineer,1985-06-17,1992-06-17
45005,Tamiya,Blokdijk,Staff,1985-02-20,1989-06-09
45014,Souichi,Orsini,Senior Staff,1985-07-18,9999-01-01
45042,Marek,Heinisuo,Technique Leader,1985-11-20,9999-01-01
45066,Seongbin,Gadepally,Engineer,1985-08-29,1991-08-29
45244,Joydip,Lueh,Senior Staff,1985-11-07,9999-01-01
45314,Zhigen,Motley,Staff,1985-03-10,1993-03-10
45331,Keung,Peot,Senior Engineer,1985-04-24,9999-01-01
45363,Kenroku,Hainaut,Engineer,1985-02-21,1994-02-21
45376,Mabo,Toyoshima,Staff,1985-07-17,1990-07-17
45460,Mang,Rande,Technique Leader,1985-11-18,9999-01-01
45550,Shaowen,McFarlin,Engineer,1985-05-21,1993-05-21
45566,Lena,Marsiglia,Staff,1985-06-22,1990-06-22
45695,Danco,Kowalchuk,Senior Engineer,1985-11-21,9999-01-01
45788,Shiv,Mitsuhashi,Assistant Engineer,1985-04-18,1993-04-18
45809,Wilmer,Arlazarov,Staff,1985-03-25,1993-03-25
45814,Zhenbing,Malabarba,Staff,1985-06-29,1990-06-29
45827,Ortrun,Schonegge,Technique Leader,1985-02-13,9999-01-01
45875,Sandeepan,Lorch,Assistant Engineer,1985-08-19,1994-08-19
45924,Vidar,Hettesheimer,Engineer,1985-03-14,1990-03-14
45979,Uno,Colorni,Senior Engineer,1985-12-26,9999-01-01
46037,Mohit,Preusig,Senior Engineer,1985-05-21,9999-01-01
46089,Giordano,Emden,Senior Staff,1985-10-20,9999-01-01
46176,Hatsukazu,Murrill,Engineer,1985-08-13,1991-08-13
46179,Houman,Marciano,Senior Staff,1985-05-03,1986-11-23
46203,Ferdinand,Dymetman,Senior Engineer,1985-06-04,9999-01-01
46316,Padma,Karnin,Staff,1985-05-24,1990-05-24
46335,Shuji,Ananiadou,Engineer,1985-12-09,1992-12-09
46347,Nadjib,Standera,Engineer,1985-11-30,1994-11-30
46392,Emdad,Zykh,Staff,1985-05-05,1994-05-05
46466,Eberhardt,Cusworth,Engineer,1985-11-29,1991-11-29
46619,Taizo,Docker,Staff,1985-10-23,1994-10-23
46630,Shao,Coorg,Engineer,1985-04-05,1993-04-05
46757,Supot,Delgrange,Engineer,1985-02-25,1993-02-25
46814,Sergi,Kushnir,Engineer,1985-03-01,1992-05-12
46974,Shigehiro,Melski,Engineer,1985-08-17,1991-08-17
47034,Mario,Krupka,Staff,1985-08-28,1994-08-28
47146,Masato,Ramaiah,Engineer,1985-12-29,1992-12-29
47166,Chiranjit,Bade,Staff,1985-10-05,1991-10-05
47205,Valeri,Whittlesey,Technique Leader,1985-03-12,9999-01-01
47215,Zhenbing,Swen,Engineer,1985-09-12,1994-09-12
47286,Yinlin,Kamble,Staff,1985-09-06,1994-09-06
47374,Yonghong,Kaiserswerth,Staff,1985-08-16,1993-08-16
47466,Mayuri,Biron,Engineer,1985-08-20,1991-08-20
47637,Sariel,Schlegelmilch,Senior Staff,1985-08-03,9999-01-01
47726,Huei,Bahr,Staff,1985-12-27,1993-12-27
47765,Mayumi,Sevcikova,Staff,1985-08-23,1992-08-23
47852,Anyuan,Basart,Senior Engineer,1985-06-20,1991-10-02
47876,Shigeaki,Orlowska,Staff,1985-09-11,1990-09-11
47925,Angel,Kamble,Senior Staff,1985-03-05,9999-01-01
47981,Barna,Peng,Assistant Engineer,1985-11-16,1994-11-16
48008,Goncalo,Gulak,Staff,1985-03-18,1992-03-18
48027,Snehasis,Servieres,Staff,1985-05-29,1994-05-29
48092,Shuichi,Furudate,Staff,1985-03-13,1990-03-13
48154,Baocai,Baba,Staff,1985-09-11,1993-09-11
48221,Willard,Gist,Senior Engineer,1985-10-10,9999-01-01
48223,Sailaja,Bain,Engineer,1985-12-08,1992-12-08
48233,Ugo,Simmel,Staff,1985-05-06,1985-06-27
48243,Juyoung,Riesenhuber,Assistant Engineer,1985-03-16,1992-03-16
48314,Mang,Chiodo,Engineer,1985-07-06,1990-07-06
48375,Jaques,Aloia,Engineer,1985-09-28,1993-09-28
48376,Sreenivas,Wixon,Assistant Engineer,1985-06-25,1990-06-25
48403,Hongzue,Krider,Senior Staff,1985-08-01,9999-01-01
48405,Mona,Gustavson,Assistant Engineer,1985-12-11,1991-12-11
48426,Amstein,Conte,Staff,1985-09-07,1992-09-07
48525,Heeju,Eastman,Senior Engineer,1985-11-17,9999-01-01
48557,Halsur,Picht,Staff,1985-04-21,1993-04-21
48577,Peternela,Piazza,Senior Staff,1985-03-27,9999-01-01
48602,Seongbae,Matheson,Engineer,1985-08-17,1992-08-17
48632,Mingsen,Butterworth,Engineer,1985-11-23,1992-11-23
48693,Quingbo,Erev,Staff,1985-11-25,1990-11-25
48694,Cedric,Buchter,Staff,1985-03-29,1992-03-29
48757,Stella,Gecseg,Staff,1985-06-19,1993-06-19
48803,Yuuichi,Bhattacharjee,Engineer,1985-08-10,1993-08-10
48838,Gay,Meszaros,Staff,1985-09-20,1990-09-20
48982,Bojan,Chelton,Engineer,1985-07-26,1993-07-26
49007,Hiroyasu,Aamodt,Staff,1985-07-26,1991-07-26
49030,Monique,Thombley,Engineer,1985-08-19,1993-08-19
49073,Luise,Kavvadias,Engineer,1985-05-02,1990-05-02
49075,Ravishankar,Orlowska,Senior Engineer,1985-04-24,9999-01-01
49105,Otmar,Biros,Assistant Engineer,1985-07-05,1993-07-05
49236,Feiyu,Grandbois,Senior Engineer,1985-09-27,1998-08-12
49279,Jovan,Docker,Staff,1985-04-23,1994-04-23
49280,Tse,Oxman,Engineer,1985-09-19,1992-09-19
49306,Tuval,Iwayama,Engineer,1985-09-14,1992-09-14
49351,Pranas,Babb,Staff,1985-11-21,1991-11-21
49353,Kristin,Lorys,Senior Engineer,1985-12-24,9999-01-01
49382,Bikash,Kalefeld,Staff,1985-12-17,1990-12-17
49434,Adin,Koblitz,Engineer,1985-07-01,1993-07-01
49467,Neelam,Clouatre,Senior Engineer,1985-12-26,2001-05-09
49501,Yonghong,Schmezko,Engineer,1985-02-12,1993-02-12
49515,Feipei,Schmiedel,Staff,1985-11-25,1990-11-25
49570,Berry,Henseler,Staff,1985-06-20,1991-06-20
49696,Sandeepan,Bondorf,Staff,1985-05-29,1994-05-29
49758,Radoslaw,Callaway,Engineer,1985-06-23,1990-06-23
49860,Pintsang,Rosin,Engineer,1985-03-13,1992-03-13
49861,Rosalyn,Zykh,Staff,1985-12-13,1992-12-13
49893,Mahendra,Verhaegen,Senior Engineer,1985-09-26,9999-01-01
49918,Akeel,Maksimenko,Engineer,1985-07-25,1991-07-25
49942,Eric,Hartvigsen,Staff,1985-11-04,1994-11-04
50012,Danel,Lammel,Engineer,1985-10-22,1991-10-22
50041,Tze,Denny,Engineer,1985-11-02,1993-11-02
50103,Randy,Verspoor,Staff,1985-03-25,1988-08-24
50198,Prasadram,Fortenbacher,Engineer,1985-03-31,1993-03-31
50234,Abdelkader,Felder,Engineer,1985-12-14,1993-12-14
50268,Danil,Borovoy,Senior Staff,1985-08-21,9999-01-01
50294,Arto,Cronan,Staff,1985-12-15,1991-12-15
50351,Shahaf,Fordan,Staff,1985-02-27,1992-02-28
50369,Shmuel,Gils,Staff,1985-06-05,1992-06-05
50393,Lunjin,Marzano,Engineer,1985-11-06,1993-11-06
50503,Elvia,Kading,Staff,1985-02-28,1992-02-29
50517,Weidon,Snedden,Staff,1985-10-11,1990-10-11
50522,Hongzhu,Babu,Staff,1985-10-23,1994-10-23
50610,Kazuhira,Nyanchama,Staff,1985-11-13,1991-11-13
50630,Sachem,Baar,Engineer,1985-08-31,1990-01-24
50816,Rosalie,Edelhoff,Staff,1985-09-14,1992-09-14
50950,Jolita,Rande,Engineer,1985-09-23,1994-09-23
50985,Mototsugu,Krichel,Engineer,1985-11-20,1992-11-20
50997,Arco,Karunanithi,Assistant Engineer,1985-12-25,1994-12-25
51086,Mohit,Rosch,Engineer,1985-02-10,1989-11-02
51149,Gilbert,Rajcani,Assistant Engineer,1985-08-30,1991-08-30
51150,Mona,Ferriere,Staff,1985-07-24,1991-07-24
51166,Xiaobin,Ginesta,Assistant Engineer,1985-07-08,1993-07-08
51208,Arvin,Walstra,Staff,1985-07-13,1992-07-13
51263,Arnould,Pearson,Staff,1985-07-01,1993-07-01
51294,Tetsushi,Pell,Staff,1985-05-14,1991-05-14
51381,Sadok,Huhdanpaa,Staff,1985-11-16,1993-11-16
51387,Armond,Coombs,Engineer,1985-03-31,1993-03-31
51400,KayLiang,Luca,Staff,1985-12-22,1992-12-22
51414,Mohammed,Improta,Staff,1985-08-18,1992-08-18
51431,Debaprosad,Merro,Staff,1985-11-03,1991-11-03
51493,Lene,Birsak,Engineer,1985-06-02,1991-06-02
51520,Goh,Bierman,Senior Staff,1985-02-17,9999-01-01
51521,Chinhyun,Gustavson,Senior Staff,1985-07-17,9999-01-01
51573,Marl,Merlo,Staff,1985-05-20,1991-06-09
51574,Manohar,Rouquie,Engineer,1985-09-28,1991-09-28
51622,Deniz,Casperson,Senior Engineer,1985-04-12,9999-01-01
51662,Shir,Varman,Engineer,1985-10-16,1991-10-16
51681,Ulises,Petereit,Staff,1985-06-14,1993-06-14
51738,Guenter,Norsworthy,Senior Engineer,1985-09-16,9999-01-01
51788,Uzi,Chleq,Engineer,1985-06-25,1991-06-25
51812,Marit,Yoshizawa,Engineer,1985-11-23,1993-11-23
51877,Golgen,Picaronny,Engineer,1985-08-29,1994-08-29
51949,Pranav,Rosti,Senior Engineer,1985-02-27,9999-01-01
51995,Zhongwei,Roccetti,Senior Staff,1985-03-16,9999-01-01
52008,Sachio,Noriega,Staff,1985-10-02,1991-10-02
52092,Fai,Ozeri,Staff,1985-08-17,1990-08-17
52167,Bernd,Copas,Technique Leader,1985-03-15,9999-01-01
52241,Irene,Porenta,Engineer,1985-09-07,1989-06-25
52299,Shin,Baranowski,Engineer,1985-04-27,1990-04-27
52315,Hilari,Ozery,Senior Staff,1985-10-05,9999-01-01
52343,Zhaofang,Escriba,Senior Engineer,1985-08-03,1991-05-04
52420,Badri,Pramanik,Staff,1985-11-04,1991-11-04
52579,Hironoby,Auria,Staff,1985-09-20,1992-09-20
52676,Baruch,Melton,Engineer,1985-10-10,1991-10-10
52695,Sahrah,Borstler,Engineer,1985-10-19,1990-10-19
52746,Ingmar,Neimat,Engineer,1985-02-17,1990-02-17
52758,Nahid,Shanbhogue,Engineer,1985-11-16,1992-11-16
52761,Toshimori,Delgrossi,Engineer,1985-09-09,1994-09-08
52773,Shounak,Rissland,Staff,1985-03-10,1993-03-10
52842,Ohad,Murtafg,Senior Staff,1985-04-26,9999-01-01
52933,Gurbir,Uludag,Staff,1985-09-01,1990-09-01
53006,Irena,Felder,Staff,1985-08-03,1994-02-04
53024,Luisa,Denti,Technique Leader,1985-12-05,1988-01-25
53048,Elrique,Kropatsch,Staff,1985-08-24,1991-08-24
53079,Nirmal,Maierhofer,Engineer,1985-07-06,1994-07-06
53080,Yunming,Lamma,Engineer,1985-08-30,1991-08-30
53083,Jinya,Schaap,Staff,1985-10-29,1991-10-29
53130,Anestis,Poupard,Senior Engineer,1985-03-31,9999-01-01
53134,Shahid,Fasbender,Staff,1985-06-27,1991-06-27
53150,Kiyotoshi,Kakkad,Engineer,1985-08-14,1992-08-14
53192,Menkae,Savasere,Engineer,1985-12-14,1992-12-14
53415,Mariangiola,Nitta,Engineer,1985-02-04,1993-02-04
53436,Filipe,Mitsuhashi,Engineer,1985-05-16,1990-05-16
53467,Roddy,Serna,Senior Staff,1985-12-04,9999-01-01
53579,Tuval,Gladwell,Staff,1985-11-27,1989-04-23
53712,Hidde,Bauknecht,Assistant Engineer,1985-06-20,1990-06-20
53751,Teruyuki,Jayawardene,Staff,1985-08-22,1994-08-22
53868,Jixiang,Angelov,Staff,1985-06-14,1991-06-14
53930,Weiwu,Showalter,Senior Staff,1985-09-03,1992-05-29
53944,Dzung,Bhattacharjee,Assistant Engineer,1985-04-06,1993-04-06
54123,Kien,Bahk,Staff,1985-05-24,1994-05-24
54139,Tomoyuki,Budinsky,Senior Engineer,1985-03-13,9999-01-01
54164,Sahrah,Penz,Staff,1985-11-23,1990-11-23
54383,Sanjay,Makrucki,Engineer,1985-05-21,1992-05-21
54407,Adhemar,Attimonelli,Staff,1985-09-24,1991-09-24
54424,Wayne,Halevi,Engineer,1985-09-06,1993-09-06
54443,Gro,Grabner,Staff,1985-10-16,1992-10-16
54465,Torsten,Bresenham,Staff,1985-10-08,1994-10-08
54550,Rajmohan,Marciano,Staff,1985-05-24,1991-05-24
54560,JiYoung,Peck,Engineer,1985-03-07,1990-03-07
54648,Denny,Setiz,Engineer,1985-02-18,1992-02-19
54772,Khedija,Krohn,Engineer,1985-12-30,1994-12-30
54855,Gian,Gulla,Senior Engineer,1985-08-29,9999-01-01
54892,Sandeepan,Goldhammer,Engineer,1985-07-26,1992-07-26
54924,Mayumi,Krupka,Staff,1985-05-09,1990-05-09
54950,Yuriy,Anick,Engineer,1985-04-21,1990-04-21
55281,Mohammad,Ellozy,Engineer,1985-03-25,1992-03-25
55345,Wojceich,Vendrig,Staff,1985-07-10,1993-07-10
55375,Houman,Caine,Staff,1985-02-07,1993-02-07
55409,Sverrir,Borstler,Staff,1985-06-03,1993-06-03
55444,Martins,Gyorkos,Staff,1985-09-03,1990-09-03
55505,Kristen,Fabrizio,Technique Leader,1985-04-04,9999-01-01
55510,Mabhin,Chaudhury,Engineer,1985-06-04,1989-03-16
55592,Alexius,Karcich,Staff,1985-02-11,1991-02-11
55593,Fumitaka,Leijenhorst,Senior Staff,1985-12-20,1986-11-14
55665,Mantis,Maginnis,Senior Engineer,1985-09-07,9999-01-01
55669,Shounak,Saoudi,Engineer,1985-03-03,1990-03-03
55711,Uzi,Mamelak,Engineer,1985-02-16,1992-02-17
55731,Kousuke,Birch,Staff,1985-10-11,1992-10-11
55839,Rosalyn,Birch,Staff,1985-06-10,1994-06-10
55851,Guadalupe,Velardi,Engineer,1985-03-01,1994-03-01
